Product Title,URL,Description,Details
MEDLEY STRIPE POLY COTTON SEERSUCKER - CORNFLOWER,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/medley-stripe-poly-cotton-seersucker-cornflower-1,"Puckered to perfection, this timeless lightweight seersucker is the perfect addition for warm weather wardrobes. With a soft hand and a subtle crinkled texture, we are loving this yarn-dyed woven sewn up into a range of garments like classic button-ups, voluminous dresses, effortless skirts, and airy loungewear-inspired sets. Stripes are 6mm wide and run parallel to the selvedge.","{'Content': '50% Polyester / 40% Cotton / 10% Rayon', 'Width': '147cm / 58”', 'Weight': '128gsm / 2.3oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
RECYCLED NYLON SWIM LINING - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/recycled-nylon-swim-lining-black,"This lightweight swim lining has a soft, smooth hand and is comfortable against the skin. With a generous stretch and great recovery, this classic nylon lining is designed to add opacity to all your swimwear projects.","{'Content': '88% Nylon / 12% Spandex', 'Width': '147cm / 58”', 'Weight': '135gsm / 3.9oz', 'Opacity': 'Semi-Opaque', 'Stretch Percentage': '', 'Drape': 'Fluid', 'Country of Origin': 'China'}"
TAFFY STRIPE COTTON SHIRTING - CANDY FLOSS,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/taffy-stripe-cotton-shirting-candy-floss,"Featuring a playful multi-stripe yarn-dyed design, this lightweight cotton shirting is the perfect addition to any wardrobe. With a beautiful smooth, dry hand and stable tight weave, this fabric can be used for a range of projects from oversized button-ups & gathered dresses to comfortable loungewear sets.","{'Content': '100% Cotton', 'Width': '145cm / 57”', 'Weight': '110gsm / 3.2oz', 'Opacity': 'Semi-Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
MEDIUM WEIGHT BAMBOO RIB KNIT - PICKLE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/medium-weight-bamboo-rib-knit-pickle,"Our medium weight bamboo rib is naturally soft with a beautifully fluid drape. Made from a blend of bamboo and spandex, this fabric has a good measure of stretch and recovery for comfort and longevity. This buttery rib knit is ideal for fitted tops and dresses and the medium weight means it is opaque and versatile for all seasons.","{'Content': '89.5% Rayon from Bamboo / 10.5% Spandex\nWidth: 125cm / 49""\nWeight: 332gsm / 9.8oz\nOpacity: Opaque\nDrape: Fluid\nStretch Percentage: 4-way stretch, 70% cross-grain / 70% along grain-line\nCountry of Origin: China'}"
DAY OFF FRENCH TERRY - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/day-off-french-terry-black,"This lightweight french terry is smooth and buttery with a fine looped back. Knit from a blend of bamboo and cotton yarns with a healthy dose of spandex for excellent recovery, this ultra-soft sweater knit is our go-to for comfy, long-lasting loungewear makes. With a versatile weight and lovely soft drape, it’s perfect for joggers, sweatshirts, slouchy tees, and shorts!","{'Content': '66% Rayon from Bamboo / 28% Cotton / 6% Spandex', 'Width': '152cm / 62”', 'Weight': '300gsm / 8.9oz', 'Opacity': 'Opaque', 'Stretch Percentage': '', 'Drape': 'Fluid', 'Country of Origin': 'China'}"
GLITCH LENZING™ ECOVERO™ JERSEY - SHADOW/MULTI,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/glitch-lenzing%E2%84%A2-ecovero%E2%84%A2-jersey-shadow-multi,"Knit from a breathable blend of LENZING™ ECOVERO™ viscose fibers with a touch of spandex, this comfortable jersey boasts a smooth, thin hand and a beautifully fluid drape. Featuring a moody abstract print, this easy-wearing lightweight knit transitions well between seasons and is perfect for slinky knit dresses and relaxed loungewear sets.","{'Content': '95% LENZING™ ECOVERO™ Viscose / 5% Spandex', 'Width': '160cm / 63”', 'Weight': '200gsm / 5.9oz', 'Opacity': 'Opaque', 'Stretch Percentage': '', 'Drape': 'Fluid', 'Country of Origin': 'Turkey'}"
DEADSTOCK GINGHAM COTTON SHIRTING - OCEAN/CURRANT,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/deadstock-gingham-cotton-shirting-ocean-currant,"Made in Japan from 100% cotton, this lightweight deadstock shirting boasts a classic crisp drape and a stable fine weave that makes it easy to work with. With a beautiful smooth hand, this breathable cotton features a timeless yarn-dyed gingham and can be used for a range of projects from oversized button-ups & shirred dresses, to comfortable pj sets & boxer shorts.","{'Content': '100% Cotton', 'Width': '114cm / 44”', 'Weight': '105gsm / 3.1oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'Japan'}"
WASHED LINEN - BLACK,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-linen-black,"Featuring a fine slubby texture and antique finish, our washed linen boasts a rustic, lived-in feel ideal for a variety of makes. Made from 100% linen, this fabric is lightweight and breathable with a soft hand and billowy, relaxed drape.

This fabric is made with flax imported from Europe, which is considered a premium and sustainable linen fibre cultivated without irrigation and is GMO free.","{'Content': '100% Linen\nWidth: 137cm / 54""\nWeight: 165gsm / 4.8oz\nOpacity: Opaque\nDrape: Moderate\nCountry of Origin: China'}"
WASHED LINEN - GRENADINE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/washed-linen-grenadine,"Your favourite Washed Linen fabric, now in a stunning range of BF Exclusive hues! Made from 100% linen, this lightweight woven boasts a beautifully subtle slubby texture and a relaxed washed finish that lends itself well to a wide range of makes. Featuring a rustic, lived-in feel, this linen boasts a bouncy drape and a soft hand that’s a dream to wear. Sew it up into relaxed button-ups, billowy gathered dresses & sleeves, or easy-wearing lounge-inspired sets.

This fabric is made with flax imported from Europe, which is considered a premium and sustainable linen fibre cultivated without irrigation and is GMO free.","{'Content': '100% Linen', 'Width': '137cm / 54”', 'Weight': '165gsm / 4.8oz', 'Opacity': 'Opaque', 'Drape': 'Soft', 'Country of Origin': 'China'}"
CAREFREE COTTON LINEN TWILL - COCOA,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/carefree-cotton-linen-twill-cocoa,"If our Sandwashed Cotton and our 6.5oz Laundered Linen Twill had a baby, this fabric would be it! This breathable, lightweight woven is a wonderful blend of cotton and linen, with all the best qualities of both natural fibres. Boasting a slubby twill weave and a lived-in, almost flannel-like feel, this laundered cotton linen twill is the perfect all-season fabric. Soft enough for a cozy set of pyjamas but with the right amount of body and drape for statement sleeves, boxy tops, and gathered skirts, this versatile blend is sure to become a fabric stash staple. Easy to work with and beginner friendly to boot!","{'Content': '70% Cotton / 30% Linen', 'Width': '138cm / 54”', 'Weight': '', 'Opacity': 'Opaque', 'Drape': 'Moderate', 'Country of Origin': 'China'}"
VISCOSE POPLIN - IVORY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/viscose-poplin-ivory,"Lightweight and flowy, this viscose poplin is soft to the touch with a smooth hand. This affordable woven is a perfect match for gathered dresses and skirts, billowy blouses and loungewear. Available in a range of classic colours, this solid poplin is also a fantastic choice for lining lightweight garments.","{'Content': '100% Viscose', 'Width': '', 'Weight': '', 'Country of Origin': 'China'}"
CRUSHED SATIN - SHADOW,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/crushed-satin-shadow,"Slip into luxury with our enchanting Crushed Satin. Made from cellulose fibers, this luxe woven is a breathable alternative to fully synthetic satins. Featuring a subtle crinkled look and velvety smooth hand, this flowy lightweight woven is the perfect pick for a range of looks, from elevated basics like camis & loungewear, to event-ready dresses & skirts.","{'Content': '100% Acetate', 'Width': '', 'Weight': '', 'Opacity': 'Opaque', 'Drape': 'Fluid', 'Country of Origin': 'China'}"
VISCOSE LINEN NOIL - SKY BLUE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/viscose-linen-noil-sky-blue,"A perennial Blackbird favourite, our Viscose Linen Noil is a me-made wardrobe staple! Crafted from a delicious blend of viscose & linen, this midweight fabric boasts a fluid drape and uniquely slubby texture. Naturally breathable and opaque, this fabric is perfect to wear all year round, layered up during cooler months and on its own when it’s warm out. Soft to the touch with a rustic lived-in feel, we love this versatile blend for all sorts of breezy tops & shirts, flowy dresses, and swishy pants!","{'Content': '75% Viscose / 25% Linen', 'Width': '130cm / 51""', 'Weight': '230gsm / 6.8oz', 'Opacity': 'Opaque', 'Drape': 'Moderate', 'Country of Origin': 'China'}"
VINTAGE WIDE WALE COTTON CORDUROY - MIST,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/vintage-wide-wale-cotton-corduroy-celadon,"This midweight 6-wale corduroy is crafted from 100% cotton with a velvety soft, brushed right side. Non-stretch with a relaxed drape, this chunky cord is less structured than our classic Stretch Cotton Corduroy and Fine Cotton Corduroy and boasts a perfectly worn-in 90’s vibe. Smooth off the bolt, the wide wales will soften after the first wash and develop a ‘wavy’ tumbled, vintage look. Cozy and breathable, this trans-seasonal corduroy is suitable for layering overshirts, lightweight jackets, relaxed-fit pants, pinafores, slouchy overalls, and accessories like bags & hats.","{'Content': '100% Cotton', 'Width': '142cm / 55”', 'Weight': '280gsm / 8oz', 'Opacity': 'Opaque', 'Drape': 'Soft', 'Country of Origin': 'China'}"
EVERYDAY LINEN - FIG,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/everyday-linen-fig,"Meet our Everyday Linen! Midweight and fully opaque, this transseasonal wardrobe staple and instant Birdie favourite is available in a wide array of vibrant colours. Made from 100% flax fibers, this naturally breathable woven is soft to the touch with a smooth hand that’s super comfy on the skin. Perfect for breezy warm weather makes as well as layering pieces for the cooler months, this weighty linen is super versatile and suitable for a variety of projects to wear all year round!","{'Content': '100% Linen', 'Width': '130cm / 51""', 'Weight': '210gsm / 6oz', 'Opacity': 'Opaque *Please note lighter colours may be less opaque', 'Drape': 'Moderate', 'Country of Origin': 'Jiangsu, China'}"
WALLFLOWER VISCOSE SATIN - CACTUS/CHAMPAGNE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/wallflower-viscose-satin-cactus-champagne,"Boasting vibrant, elegant designs, this dreamy printed viscose satin was crafted in France by a renowned family-owned mill and features a subtle, luxurious sheen. This breathable, lightweight woven features a celestial print, as well as a beautiful fluid drape and a buttery soft hand. We are dreaming up a variety of luxe makes in this silky viscose, like 90’s-inspired dresses & skirts, billowy button ups, and floaty loungewear.","{'Content': '100% Viscose', 'Width': '125cm / 49”', 'Weight': '90gsm / 2.6oz', 'Opacity': 'Semi-Opaque *Please note lighter colours may be less opaque', 'Drape': 'Fluid', 'Country of Origin': 'France'}"
HIGHRISE POLY VISCOSE TWILL SUITING - ANTIQUE BRONZE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/highrise-poly-viscose-twill-suiting-antique-bronze,"Look chic on, and off, company time in our Highrise Poly Viscose Twill Suiting. Made from a blend of poly and viscose with a touch of spandex for added ease, this midweight woven boasts a soft, smooth hand and a fine twill weave. This wrinkle-resistant suiting holds a press beautifully and is ideal for pleated trousers & skirts, lightweight blazers, and vests.","{'Content': '77% Polyester / 18% Viscose / 5% Spandex', 'Width': '144cm / 57”', 'Weight': '270gsm / 7.9oz', 'Opacity': 'Opaque', 'Drape': 'Soft', 'Country of Origin': 'China'}"
VISCOSE LINEN NOIL - ESPRESSO,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/viscose-linen-noil-espresso,"A perennial Blackbird favourite, our Viscose Linen Noil is a me-made wardrobe staple! Crafted from a delicious blend of viscose & linen, this midweight fabric boasts a fluid drape and uniquely slubby texture. Naturally breathable and opaque with an airy weave, this fabric is perfect to wear all year round, layered up during cooler months and on its own when it’s warm out. Soft to the touch with a rustic lived-in feel, we love this versatile blend for all sorts of breezy tops & shirts, flowy dresses and comfy loungewear makes!","{'Content': '75% Viscose / 25% Linen', 'Width': '130cm / 51""', 'Weight': 'Medium weight, 230gsm', 'Opacity': 'Semi-opaque', 'Drape': 'Moderate', 'Country of Origin': 'China'}"
COASTAL LINEN COTTON CHAMBRAY - CLOUDY SKY,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/coastal-linen-cotton-chambray-cloudy-sky,"The perfect foundation to your summer wardrobe, you get the best of both fibers with this breathable linen cotton blend. With a crisp, stable weave, this midweight chambray features a timeless heathered look that will give any project a natural, rustic feel. Perfect for relaxed fit shorts & pants, breezy button-ups, and effortless dresses.","{'Content': '55% Linen / 45% Cotton', 'Width': '142cm / 56”', 'Weight': '190gsm / 5.6oz', 'Opacity': 'Opaque', 'Drape': 'Crisp', 'Country of Origin': 'China'}"
MEDIUM WEIGHT BAMBOO RIB KNIT - DARK CHOCOLATE,https://www.blackbirdfabrics.com/en-us/collections/fabric/products/medium-weight-bamboo-rib-knit-dark-chocolate,"Our medium weight bamboo rib is naturally soft with a beautifully fluid drape. Made from a blend of bamboo and spandex, this fabric has a good measure of stretch and recovery for comfort and longevity. This buttery rib knit is ideal for fitted tops and dresses and the medium weight means it is opaque and versatile for all seasons.","{'Content': '89.5% Rayon from Bamboo / 10.5% Spandex', 'Weight': '330gsm / 9.8oz', 'Opacity': 'Opaque', 'Stretch Percentage': '', 'Drape': 'Fluid', 'Country of Origin': ''}"
